Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Turbidity,PR_Remarks
2499,QT,1/25/1990,1307,1.4,21.5,6.93,72,NA,
2500,QS,1/25/1990,1150,4.7,20,6.26,46.8,NA,
2501,QP,1/25/1990,1258,NA,21,7,57.7,NA,
2502,QS,1/30/1990,1030,3.35,19.5,6.85,48.4,NA,
2503,Q1,1/30/1990,858,9.7,NA,7.07,79.6,NA,
2504,Q2,1/30/1990,916,0.08,NA,7.15,78.7,NA,
2505,Q3,1/30/1990,911,4.44,NA,7.19,81,NA,
2506,QT,1/30/1990,1105,1.28,21,6.75,85.1,NA,
2508,MPR,1/30/1990,1011,1.28,NA,7.28,82.7,NA,
2509,QPA,1/30/1990,1100,NA,20,6.95,81.6,NA,
2510,QPB,1/30/1990,1110,NA,20,6.82,47.8,NA,
2534,QS,2/6/1990,1103,3.05,19,6.34,68.6,NA,
2535,Q1,2/6/1990,928,9.7,NA,7.36,117.7,NA,
2536,Q2,2/6/1990,859,0.08,NA,7.16,118.4,NA,
2537,Q3,2/6/1990,914,4.42,NA,7.09,114.2,NA,
2538,QT,2/6/1990,NA,NA,NA,7.29,129.6,NA,blank gage datum
2539,MPR,2/6/1990,1023,NA,NA,7.46,138.5,NA,
2541,QPA,2/6/1990,1050,NA,19.5,6.9,94.9,NA,
2542,QPB,2/6/1990,1045,NA,19.5,6.9,87.6,NA,
2545,QS,2/13/1990,1100,3.1,20,6.69,61.7,NA,
2546,Q1,2/13/1990,911,9.7,NA,6.98,102.9,NA,
2547,Q2,2/13/1990,840,0.08,NA,6.91,103.5,NA,
2548,Q3,2/13/1990,854,4.42,NA,NA,102.3,NA,
2549,QT,2/13/1990,1315,1.26,22,6.58,115.8,NA,
2550,MPR,2/13/1990,959,NA,NA,7.07,108.1,NA,
2552,QPA,2/13/1990,1035,NA,20,6.82,85.1,NA,
2553,QPB,2/13/1990,1045,NA,20,6.77,77.4,NA,
2556,QS,2/14/1990,905,5.1,19,6.09,45.9,NA,ONLY SEDIMENTS
2557,QT,2/14/1990,920,1.34,21,7.18,71.7,NA,ONLY SEDIMENTS
2558,QP,2/14/1990,910,NA,20,6.6,55.8,NA,ONLY SEDIMENTS
2559,QS,2/20/1990,1245,3.48,20,6.43,49.2,NA,
2560,Q1,2/20/1990,931,9.72,NA,6.98,83.7,NA,
2561,Q2,2/20/1990,913,0.08,NA,7.32,82.9,NA,
2562,Q3,2/20/1990,959,4.46,NA,7.29,72.3,NA,
2563,QT,2/20/1990,1110,1.29,21,7.42,87.9,NA,
2564,MPR,2/20/1990,1031,NA,NA,7.24,84.2,NA,
2566,QPA,2/20/1990,1230,NA,20,6.93,73,NA,
2567,QPB,2/20/1990,1235,NA,20,6.77,60.7,NA,
2570,QT,2/15/1990,NA,NA,NA,NA,NA,NA,"Muestreo Especial (solo para analisis de K,NO2/NO3"
2571,QT,2/16/1990,NA,NA,NA,NA,NA,NA,"Muestreo Especial (solo para analisis de K,NO2/NO3"
2597,QS,2/27/1990,205,3.45,19.5,6.9,50,NA,
2598,Q1,2/27/1990,801,9.72,NA,7.12,81,NA,
2599,Q2,2/27/1990,858,0.08,NA,7.1,80.5,NA,
2600,Q3,2/27/1990,935,4.46,NA,6.95,78.8,NA,
2602,MPR,2/27/1990,1016,1.56,NA,6.63,82.3,NA,
2603,QT,2/27/1990,940,1.29,21,6.88,90.9,NA,
2604,QPA,2/27/1990,150,NA,20,7.15,72.2,NA,
2605,QPB,2/27/1990,145,NA,20,7.1,60.1,NA,
2608,QS,3/6/1990,1125,3.14,20,7.28,60.1,NA,
2609,Q1,3/6/1990,920,9.72,NA,7.06,105.4,NA,
2610,Q2,3/6/1990,910,0.08,NA,7.32,103.8,NA,
2611,Q3,3/6/1990,859,4.4,NA,7.31,99.9,NA,
2612,MPR,3/6/1990,1031,1.26,NA,7.44,108.5,NA,
2613,QT,3/6/1990,1054,1.26,21,7.36,111.7,NA,
2614,QPA,3/6/1990,1055,NA,20,6.95,84.9,NA,
2615,QPB,3/6/1990,1100,NA,20,7.01,77.8,NA,
2619,QS,3/13/1990,950,5.8,20,6.46,36.4,NA,
2620,Q1,3/13/1990,941,9.94,NA,6.67,73.2,NA,
2621,Q2,3/13/1990,930,0.28,NA,6.72,78.1,NA,
2622,Q3,3/13/1990,1000,4.9,NA,7.02,84.2,NA,
2623,QT,3/13/1990,1108,1.54,21,6.86,61.5,NA,
2625,QPA,3/13/1990,1010,NA,20,6.55,52.4,NA,
2626,QPB,3/13/1990,1005,NA,20,6.23,46.1,NA,
2627,MPR,3/13/1990,1053,3.8,NA,6.77,63.2,NA,
2654,QS,3/20/1990,1215,3.68,21,6.7,53.7,NA,
2655,Q1,3/20/1990,930,9.78,NA,7.11,98.1,NA,
2656,Q2,3/20/1990,921,0.14,NA,7.27,101.4,NA,
2657,Q3,3/20/1990,946,4.52,NA,6.99,93.2,NA,
2659,QT,3/20/1990,1100,1.3,21,7.05,99.5,NA,
2660,MPR,3/20/1990,1020,1.74,NA,7.21,98.4,NA,
2661,QPA,3/20/1990,1155,NA,20,7.24,83.3,NA,
2662,QPB,3/20/1990,1150,NA,20,6.97,69.2,NA,
2665,QS,3/27/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2666,Q1,3/27/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2667,Q2,3/27/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2668,Q3,3/27/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2670,QT,3/27/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2671,MPR,3/27/1990,NA,NA,NA,NA,NA,NA,
2672,QPA,3/27/1990,NA,NA,NA,NA,NA,NA,
2673,QPB,3/27/1990,NA,NA,NA,NA,NA,NA,
2732,QS,4/3/1990,1046,3.56,NA,7.02,59.3,NA,
2733,QT,4/3/1990,930,1.32,NA,7.08,112,NA,
2734,Q1,4/3/1990,902,9.74,NA,7.21,97.2,NA,
2735,Q2,4/3/1990,852,0.1,NA,7.27,101.7,NA,
2736,Q3,4/3/1990,845,4.44,NA,7.12,96.3,NA,
2737,MPR,4/3/1990,942,1.66,NA,7.54,99.1,NA,
2739,QPA,4/3/1990,1027,NA,NA,7.34,92.3,NA,
2740,QPB,4/3/1990,1031,NA,NA,7.17,75.6,NA,
2933,QS,4/10/1990,NA,3.76,20.5,7.06,56.1,NA,
2934,QT,4/10/1990,1116,1.25,22.5,6.95,117.4,NA,
2935,Q1,4/10/1990,904,9.74,NA,7.23,103.6,NA,
2936,Q2,4/10/1990,851,0.08,NA,7.29,106.7,NA,
2937,Q3,4/10/1990,918,4.36,NA,7.25,99.6,NA,
2939,MPR,4/10/1990,954,1.56,NA,7.53,108.9,NA,
2940,QPA,4/10/1990,1054,NA,21,7.13,99.7,NA,
2941,QPB,4/10/1990,1059,NA,21,7.23,81.3,NA,
2987,QS,4/17/1990,1005,3.44,NA,6.92,63,NA,
2988,QT,4/17/1990,947,1.24,NA,7.05,118.9,NA,
2989,Q1,4/17/1990,901,9.72,NA,7.28,105.8,NA,
2990,Q2,4/17/1990,852,0.08,NA,7.23,106.8,NA,
2991,Q3,4/17/1990,930,4.34,NA,7.09,103.1,NA,
2993,MPR,4/17/1990,959,1.52,NA,7.25,104.4,NA,
2994,QPA,4/17/1990,1022,NA,NA,7.09,100.5,NA,
2995,QPB,4/17/1990,1018,NA,NA,7.05,80.3,NA,
2998,QS,4/24/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
2999,QT,4/24/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
3000,Q1,4/24/1990,NA,NA,NA,NA,NA,NA,No data sheet for this sample
3001,Q2,4/24/1990,NA,NA,NA,NA,NA,NA,"NO3=0 removed by DAS 5/94, no data sheet for this"
3002,Q3,4/24/1990,NA,NA,NA,NA,NA,NA,"NO3=0 removed by DAS 5/94, no data sheet for this"
3003,MPR,4/24/1990,NA,NA,NA,NA,NA,NA,NO3=0 removed by DAS 5/94
3005,QPA,4/24/1990,NA,NA,NA,NA,NA,NA,
3006,QPB,4/24/1990,NA,NA,NA,NA,NA,NA,
3009,Q1,4/25/1990,1030,NA,NA,6.089,53.5,NA,Special sample / Gage over maximum
3010,Q2,4/25/1990,1023,1,NA,6.383,65.5,NA,Special sample
3011,Q3,4/25/1990,1020,6.4,NA,6.902,46,NA,Special sample
3012,QS,4/25/1990,NA,NA,NA,NA,NA,NA,"Special sample, blank gage datum"
3013,QT,4/25/1990,NA,NA,NA,NA,NA,NA,"Special sample, blank gage datum"
3015,QP,4/25/1990,NA,NA,NA,NA,NA,NA,Special sample
3016,Q1,4/26/1990,915,9.76,NA,7.41,86,NA,Special sample
3017,Q2,4/26/1990,900,0.2,NA,7.709,80,NA,Special sample
3018,Q3,4/26/1990,931,4.6,NA,7.7,75,NA,Special sample
3019,Q1,4/25/1990,1002,NA,NA,6.645,43,NA,Special sample / Gage over maximum
3020,Q2,4/25/1990,951,NA,NA,6.204,39,NA,Special sample
3021,Q3,4/25/1990,941,6.4,NA,6.289,36,NA,Special sample
3022,Q1,4/25/1990,217,NA,NA,6.924,40,NA,Special sample /Gage over the ruler
3023,Q2,4/25/1990,212,NA,NA,6.946,36.8,NA,Special sample
3024,Q3,4/25/1990,214,7.6,NA,6.214,37,NA,Special sample
3029,QS,5/1/1990,1019,3.38,20.5,7.03,53.9,NA,
3030,QT,5/1/1990,1217,1.26,22.5,7.36,102.9,NA,
3031,Q1,5/1/1990,857,9.76,NA,7.31,98.1,NA,
3032,Q2,5/1/1990,911,0.14,NA,7.4,98.9,NA,
3033,Q3,5/1/1990,924,4.46,NA,7.28,92.4,NA,
3034,MPR,5/1/1990,1005,1.84,NA,7.28,98.6,NA,
3036,QPA,5/1/1990,1034,NA,21,7.11,83.3,NA,
3037,QPB,5/1/1990,1037,NA,21,6.86,73,NA,
3208,QS,5/8/1990,1025,2.98,22,6.96,60.8,NA,
3209,Q1,5/8/1990,857,9.74,NA,7.17,102.3,NA,
3210,Q2,5/8/1990,850,0.1,NA,7.3,104.2,NA,NO3=0 removed by DAS 5/94
3211,Q3,5/8/1990,916,4.42,NA,7.24,100.1,NA,NO3=0 removed by DAS 5/94
3212,QT,5/8/1990,1100,1.24,23,7.29,122.8,NA,
3213,MPR,5/8/1990,938,1.68,NA,7.29,112.3,NA,
3215,QPA,5/8/1990,1008,NA,22,6.97,101.6,NA,
3216,QPB,5/8/1990,1012,NA,22,7.05,84.9,NA,
3219,Q1,5/10/1990,910,9.94,NA,6.65,65.8,NA,"Special sampling  "" HIGH FLOW """
3220,Q2,5/10/1990,859,0.28,NA,6.85,71.4,NA,"Special sampling  "" HIGH FLOW """
3221,Q3,5/10/1990,922,4.76,NA,6.84,70.6,NA,"Special sampling  "" HIGH FLOW """
3222,Q1,5/15/1990,843,9.74,NA,7.21,96.1,NA,
3223,Q2,5/15/1990,855,0.1,NA,7.34,95.8,NA,
3224,Q3,5/15/1990,902,4.44,NA,7.21,90.2,NA,
3225,QPA,5/15/1990,1010,NA,21,7.08,77.3,NA,
3226,QPB,5/15/1990,1015,NA,21,6.77,62.5,NA,
3230,MPR,5/15/1990,946,2.2,NA,7.27,87.8,NA,
3231,QT,5/15/1990,910,1.28,22,7.06,44.4,NA,
3232,QS,5/15/1990,1025,3.86,20.5,6.82,50.7,NA,
3233,QS,5/10/1990,NA,NA,NA,NA,NA,NA,blank gage datum
3234,QS,5/22/1990,1017,2.98,22,6.69,60.1,NA,
3235,QT,5/22/1990,1209,1.26,24.5,7.15,118.4,NA,
3236,Q1,5/22/1990,907,9.74,24,7.03,109.7,NA,PH in field = 8.3
3237,Q2,5/22/1990,855,0.08,24,7.21,110.5,NA,PH in field = 8.5
3238,Q3,5/22/1990,918,4.4,24,7.24,104.3,NA,PH in field = 8.2
3239,MPR,5/22/1990,1002,1.7,26,7.5,116.1,NA,PH in field = 8.8
3241,QPA,5/22/1990,954,NA,22,7.17,100.1,NA,
3242,QPB,5/22/1990,1001,NA,22,6.97,81.8,NA,
3341,QS,5/29/1990,1026,2.98,23,6.62,62.8,NA,
3342,QT,5/29/1990,1210,1.25,24,7.02,125.4,NA,
3343,Q1,5/29/1990,855,9.74,24,6.82,103.6,NA,PH in field = 8.1
3344,Q2,5/29/1990,845,0.12,24,6.9,105.2,NA,PH in field = 8.2
3345,Q3,5/29/1990,911,4.48,24,6.91,95.8,NA,PH in field = 8.1
3346,MPR,5/29/1990,944,2,25,7.15,107.2,NA,PH in field = 8.5
3348,QPA,5/29/1990,1012,NA,23,6.72,101.9,NA,
3349,QPB,5/29/1990,1016,NA,23,6.78,84.4,NA,
3448,QS,6/5/1990,953,3.78,22,6.39,55.5,NA,Rain & Dirt Water
3449,QT,6/5/1990,1012,1.27,23,7.15,111.5,NA,Rain
3450,Q1,6/5/1990,830,9.76,24,6.98,98.1,NA,"pH in field = 7.9, NO3=0 removed by DAS 5/94"
3451,Q2,6/5/1990,822,0.12,24,7.16,100.1,NA,pH in field = 8.2
3452,Q3,6/5/1990,849,4.48,24,6.9,92.8,NA,pH in field = 7.9
3453,MPR,6/5/1990,930,2.14,24,7.27,98,NA,pH in field = 8.4
3455,QPA,6/5/1990,930,NA,22,6.96,87.2,NA,Rain
3456,QPB,6/5/1990,938,NA,22,6.69,68.1,NA,Rain & Dirt Water
3459,QS,6/5/1990,1225,4.72,22,7.02,46,NA,Hight Flow Special Sample
3460,QT,6/5/1990,1246,1.34,23,7.24,98.5,NA,Hight Flow Special Sample
3461,QP,6/5/1990,1240,NA,23,7.16,72.1,NA,Hight Flow Special Sample
3462,QS,6/12/1990,1052,3.11,23,6.92,55.6,NA,
3463,QT,6/12/1990,844,1.26,23,6.97,100.9,NA,
3464,Q1,6/12/1990,830,9.74,24,7.02,103.2,NA,pH in field = 7.8
3465,Q2,6/12/1990,820,0.12,24,7.25,102.3,NA,pH in field = 7.8
3466,Q3,6/12/1990,846,4.46,24,7.19,94.5,NA,pH in field = 7.8
3467,MPR,6/12/1990,928,2.06,25,7.34,103.7,NA,pH in field = 8.4
3469,QPA,6/12/1990,1031,NA,22.5,7.11,87,NA,
3470,QPB,6/12/1990,1027,NA,22.5,6.91,73.5,NA,
3473,QS,6/19/1990,1030,2.98,22,6.96,55.9,NA,
3474,QT,6/19/1990,1310,1.26,24,7.53,114.6,NA,
3475,Q1,6/19/1990,850,9.74,24,7.1,97.1,NA,Field pH = 6.4
3476,Q2,6/19/1990,837,0.17,24,7.2,101.9,NA,Field pH = 8.3
3477,Q3,6/19/1990,931,4.46,24,7.11,91.8,NA,Field pH = 7.6
3478,MPR,6/19/1990,1005,2.12,25,7.4,102.4,NA,Field pH = 7.7
3480,QPA,6/19/1990,1000,NA,23,6.98,93.4,NA,
3481,QPB,6/19/1990,1015,NA,22,7.02,79.7,NA,
3484,QS,6/26/1990,1024,3.76,22,6.72,43.3,NA,
3485,QT,6/26/1990,813,1.34,23.5,6.96,79.5,NA,
3486,Q1,6/26/1990,823,9.76,24,7.08,89.9,NA,Field pH = 7.3
3487,Q2,6/26/1990,814,0.14,24,7.17,88,NA,Field pH = 7.3
3488,Q3,6/26/1990,844,4.54,24,6.94,79.9,NA,Field pH = 7.3
3489,MPR,6/26/1990,1001,2.4,25,6.72,72.1,NA,Field pH = 7.2
3491,QPA,6/26/1990,1003,NA,22,6.85,68.1,NA,
3492,QPB,6/26/1990,1007,NA,22,6.8,55.5,NA,
3495,QS,7/3/1990,1026,2.85,22,6.87,56.4,NA,
3496,QT,7/3/1990,945,1.26,23,7.17,111.8,NA,
3497,Q1,7/3/1990,848,9.74,NA,7.29,102.8,NA,
3498,Q2,7/3/1990,837,0.1,NA,7.46,106.4,NA,
3499,Q3,7/3/1990,918,4.4,NA,7.35,94.7,NA,
3500,MPR,7/3/1990,938,2,NA,7.55,102.3,NA,
3502,QPA,7/3/1990,1059,NA,23,7.27,91.5,NA,
3503,QPB,7/3/1990,1055,NA,22.5,7.03,76.6,NA,
3506,QS,7/10/1990,1046,3.04,22,6.99,53.6,NA,
3507,QT,7/10/1990,1115,1.28,23,7.29,110,NA,
3508,Q1,7/10/1990,854,9.74,23,7.23,100.3,NA,Field pH = 7.9
3509,Q2,7/10/1990,843,0.1,23,7.24,100.2,NA,Field pH = 7.9
3510,Q3,7/10/1990,919,4.46,23,7.01,94.1,NA,Field pH = 7.6
3511,MPR,7/10/1990,1011,2.06,23,7.58,102.9,NA,Field pH = 7.8
3513,QPA,7/10/1990,1025,NA,22.5,7.15,91.3,NA,
3514,QPB,7/10/1990,1026,NA,22,6.78,74.2,NA,
3517,QS,7/6/1990,NA,NA,NA,NA,NA,NA,"SPECIAL SAMPLING (HF), No data sheet for this samp"
3518,QT,7/6/1990,NA,NA,NA,NA,NA,NA,"SPECIAL SAMPLING (HF), No data sheet for this samp"
3519,QP,7/6/1990,NA,NA,NA,NA,NA,NA,SPECIAL SAMPLING (HF)
3520,QS,7/17/1990,128,3,23,6.99,57.4,NA,SUNNY
3521,QT,7/17/1990,1155,1.28,23,7.14,107.7,NA,RAINING
3522,Q1,7/17/1990,850,9.74,NA,6.65,104.5,NA,
3523,Q2,7/17/1990,841,0.1,NA,7.15,106.4,NA,
3524,Q3,7/17/1990,908,4.44,NA,7.22,98.8,NA,
3525,MPR,7/17/1990,1005,2.3,NA,7.53,98.1,NA,NO3=0 removed by DAS 5/94
3527,QPA,7/17/1990,112,NA,23,7.06,77.3,NA,RAINING
3528,QPB,7/17/1990,104,NA,23,7.1,85.4,NA,RAINING
3531,QS,7/24/1990,1115,3.88,22,6.8,43.6,NA,
3532,QT,7/24/1990,950,1.34,23,6.72,68.2,NA,
3533,Q1,7/24/1990,847,9.84,24,6.83,65.4,NA,FIELD PH = 7.5
3534,Q2,7/24/1990,830,0.2,24,6.89,65.7,NA,FIELD PH = 7.9
3535,Q3,7/24/1990,902,4.66,24,6.96,62.8,NA,FIELD PH = 7.4
3536,MPR,7/24/1990,1004,2.88,24,6.78,59.6,NA,FIELD PH = 7.3
3538,QPA,7/24/1990,1055,NA,22,6.95,63.4,NA,
3539,QPB,7/24/1990,1045,NA,22,6.71,56.1,NA,
3542,QS,7/31/1990,1015,2.8,22,6.99,56.4,NA,NO3=0 removed by DAS 5/94
3543,QT,7/31/1990,950,1.26,23,6.13,112.4,NA,
3544,Q1,7/31/1990,852,9.72,24,7.24,101.2,NA,FIELD PH = 8.0
3545,Q2,7/31/1990,835,0.1,24,7.16,102.4,NA,FIELD PH = 8.0
3546,Q3,7/31/1990,908,4.4,24,7.25,96.4,NA,FIELD PH = 7.9
3547,MPR,7/31/1990,1000,2,26,7.55,108.5,NA,FIELD PH = 8.1
3549,QPA,7/31/1990,956,NA,23,7.07,94,NA,
3550,QPB,7/31/1990,959,NA,22,6.99,76.8,NA,
3553,QS,8/7/1990,945,2.7,23,6.39,56.4,NA,
3554,QT,8/7/1990,1215,1.3,24,7.2,94.1,NA,
3555,Q1,8/7/1990,850,9.72,NA,6.96,102,NA,
3556,Q2,8/7/1990,840,0.08,NA,7.16,103,NA,
3557,Q3,8/7/1990,910,4.38,NA,6.95,97.6,NA,
3558,MPR,8/7/1990,1000,2.14,NA,7.13,108.5,NA,
3560,QPA,8/7/1990,1100,NA,23,6.92,91.8,NA,
3561,QPB,8/7/1990,1055,NA,23,7.12,90.4,NA,
3661,QS,8/14/1990,1140,3.12,22.5,6.67,48,NA,
3662,QT,8/14/1990,1045,1.34,23,6.67,NA,NA,
3663,Q1,8/14/1990,909,9.78,24,7.05,87.9,NA,
3664,Q2,8/14/1990,859,0.18,24,6.99,85.2,NA,FIELD pH = 8.5
3665,Q3,8/14/1990,925,4.58,24,7.23,81.5,NA,FIELD pH = 8.2
3666,MPR,8/14/1990,957,2.44,24,6.95,81.8,NA,FIELD pH = 8.3
3668,QPA,8/14/1990,1120,NA,22.5,7.09,65.8,NA,
3669,QPB,8/14/1990,1125,NA,22.5,6.74,58.2,NA,
3672,QS,8/21/1990,1030,2.82,23,7.08,57.6,NA,
3673,QT,8/21/1990,1115,1.25,24,7.22,105,NA,
3674,Q1,8/21/1990,852,9.78,24,7.2,104.1,NA,
3675,Q2,8/21/1990,841,0.12,24,7.36,106,NA,
3676,Q3,8/21/1990,912,4.46,24,7.34,98.2,NA,
3677,MPR,8/21/1990,1000,1.9,26,7.54,109,NA,
3679,QPA,8/21/1990,1013,NA,24,7.16,90,NA,
3680,QPB,8/21/1990,1017,NA,23,7,78.4,NA,
3683,QS,8/28/1990,950,3.84,23.5,6.41,56.7,NA,
3684,QT,8/28/1990,1010,1.24,23,6.58,109.5,NA,
3685,Q1,8/28/1990,919,9.74,NA,6.37,101,NA,NO3=0 removed by DAS 5/94
3686,Q2,8/28/1990,907,0.1,NA,6.81,103.3,NA,
3687,Q3,8/28/1990,939,4.42,NA,6.88,95.7,NA,
3688,MPR,8/28/1990,1012,1.84,NA,7.13,106.5,NA,
3690,QPA,8/28/1990,930,NA,23,6.21,78.4,NA,NO3=0 removed by DAS 5/94
3691,QPB,8/28/1990,930,NA,23,6.1,81.1,NA,
3694,QS,9/4/1990,1003,2.9,23,7.168,54.4,NA,
3695,QT,9/4/1990,1043,1.26,24.5,7.534,105.8,NA,
3696,Q1,9/4/1990,859,9.72,NA,7.715,100.2,NA,NO3=0 removed by DAS 5/94
3697,Q2,9/4/1990,849,0.08,NA,7.698,103.2,NA,NO3=0 removed by DAS 5/94
3698,Q3,9/4/1990,921,4.42,NA,7.705,98.3,NA,NO3=0 removed by DAS 5/94
3699,MPR,9/4/1990,1009,2.02,NA,7.647,97.3,NA,
3701,QPA,9/4/1990,944,NA,23,7.498,86.7,NA,
3702,QPB,9/4/1990,940,NA,23,7.456,73.4,NA,
3705,QS,9/11/1990,1100,2.54,23.5,7.43,55.6,NA,
3706,QT,9/11/1990,1045,1.24,24,7.39,107.5,NA,
3707,Q1,9/11/1990,846,9.72,NA,7.35,94.7,NA,
3708,Q2,9/11/1990,838,0.06,NA,7.49,95.8,NA,
3709,Q3,9/11/1990,902,4.4,NA,7.47,91.3,NA,
3710,MPR,9/11/1990,1012,1.74,NA,7.84,98.8,NA,
3712,QPA,9/11/1990,1045,NA,24,7.44,91.5,NA,
3713,QPB,9/11/1990,1040,NA,24,7.28,77.8,NA,
3716,QS,9/18/1990,1043,5.24,23,7.07,46,NA,
3717,QT,9/18/1990,852,1.24,24,5.88,121.3,NA,
3718,Q1,9/18/1990,855,9.72,NA,7.41,91.4,NA,
3719,Q2,9/18/1990,844,0.06,NA,7.41,90,NA,
3720,Q3,9/18/1990,914,4.4,NA,7.43,87.4,NA,
3721,MPR,9/18/1990,1026,1.86,NA,7.66,85.2,NA,
3723,QPA,9/18/1990,1025,NA,24,7.33,78.6,NA,
3724,QPB,9/18/1990,1028,NA,24,7.14,65.8,NA,
3987,QS,9/25/1990,920,2.8,22,7.01,55,NA,
3988,QT,9/25/1990,1035,1.24,23,7.46,115.5,NA,
3989,Q1,9/25/1990,845,9.7,24,7.31,104.2,NA,
3990,Q2,9/25/1990,836,0.06,23,7.44,103,NA,
3991,Q3,9/25/1990,902,4.36,24,7.5,91.4,NA,
3992,MPR,9/25/1990,1006,1.72,25,7.59,104.4,NA,
3994,QPA,9/25/1990,900,NA,22.5,7.36,92.6,NA,
3995,QPB,9/25/1990,905,NA,22.5,7.1,74.5,NA,
4007,QS,10/2/1990,930,2.82,23,7.18,51.8,NA,
4008,QT,10/2/1990,1000,1.25,24,7.43,111.5,NA,
4009,Q1,10/2/1990,930,9.78,24,7.04,83.5,NA,
4010,Q2,10/2/1990,920,0.16,24,7.41,83,NA,
4011,Q3,10/2/1990,946,4.58,24,7.38,79.9,NA,
4012,MPR,10/2/1990,1042,1.9,25,7.76,97.5,NA,
4014,QPA,10/2/1990,915,NA,23.5,7.26,96.4,NA,
4015,QPB,10/2/1990,920,NA,23.5,7.39,78,NA,
4079,QS,10/9/1990,1012,3.08,23,7.14,54.3,NA,
4080,QT,10/9/1990,1132,1.26,24,7.21,104,NA,
4081,Q1,10/9/1990,911,9.7,24,7.25,102.4,NA,
4082,Q2,10/9/1990,856,0.08,24,7.29,97.5,NA,
4083,Q3,10/9/1990,929,4.42,24,7.31,94.4,NA,
4084,MPR,10/9/1990,1000,1.92,25,7.43,57.2,NA,
4086,QPA,10/9/1990,1023,NA,NA,7.22,86.4,NA,
4087,QPB,10/9/1990,1025,NA,23,6.96,72.1,NA,
4090,QS,10/16/1990,1134,2.8,22,7.15,55,NA,
4091,QT,10/16/1990,1024,1.26,23,7.22,110.6,NA,
4092,Q1,10/16/1990,849,9.7,NA,7.29,101.7,NA,
4093,Q2,10/16/1990,842,0.08,NA,7.34,99.2,NA,
4094,Q3,10/16/1990,912,4.42,NA,7.27,93.3,NA,
4095,MPR,10/16/1990,951,1.82,NA,7.32,97.5,NA,
4097,QPA,10/16/1990,1118,NA,22,7.25,89.3,NA,
4098,QPB,10/16/1990,1115,NA,22,7.18,80.2,NA,
4166,QS,10/23/1990,1125,2.9,22,7.16,53.1,NA,
4167,QT,10/23/1990,1000,1.28,23,7.43,104.6,NA,
4168,Q1,10/23/1990,858,9.76,NA,7.27,100.6,NA,
4169,Q2,10/23/1990,847,0.12,NA,7.44,92.2,NA,
4170,Q3,10/23/1990,920,4.48,NA,7.36,90,NA,
4171,MPR,10/23/1990,1026,2.02,NA,7.28,95.2,NA,
4173,QPA,10/23/1990,1110,NA,22,7.16,81.5,NA,
4174,QPB,10/23/1990,1105,NA,22,6.12,69,NA,
4306,QS,10/30/1990,1035,4.4,22,7.02,42.6,NA,
4307,QT,10/30/1990,920,1.3,22.5,7.44,100.2,NA,
4308,Q1,10/30/1990,936,9.9,NA,6.71,59.2,NA,
4309,Q2,10/30/1990,928,0.28,NA,7.17,59.3,NA,
4310,Q3,10/30/1990,949,4.8,NA,7.19,58.2,NA,
4311,MPR,10/30/1990,1045,2,NA,7.38,67.7,NA,
4313,QPA,10/30/1990,1013,NA,23,7.25,77,NA,
4314,QPB,10/30/1990,1017,NA,23,7.21,63.5,NA,
4317,QS,11/6/1990,1235,2.92,22.5,7.24,53.3,NA,
4318,QT,11/6/1990,1200,1.24,23,7.4,112.7,NA,
4319,Q1,11/6/1990,900,9.78,NA,7.08,96.6,NA,
4320,Q2,11/6/1990,851,0.14,NA,7.3,95.7,NA,
4321,Q3,11/6/1990,916,4.48,NA,7.26,89.9,NA,
4322,MPR,11/6/1990,947,2.02,NA,7.44,88.9,NA,
4324,QPA,11/6/1990,1017,NA,22.5,7.32,91.9,NA,
4325,QPB,11/6/1990,1020,NA,22.5,7.22,77.8,NA,
4328,QS,11/13/1990,1020,2.64,22,7.06,58.1,NA,
4329,QT,11/13/1990,950,1.25,22.5,7.36,111.1,NA,
4330,Q1,11/13/1990,853,9.76,25,7.08,101.2,NA,
4331,Q2,11/13/1990,840,0.1,24,7.39,105.4,NA,
4332,Q3,11/13/1990,908,4.42,23,7.19,94.6,NA,
4333,MPR,11/13/1990,955,1.8,24,7.59,107.6,NA,
4335,QPA,11/13/1990,1039,NA,22,7.37,94.3,NA,
4336,QPB,11/13/1990,1036,NA,22,7.24,78.5,NA,
4363,QS,11/20/1990,840,2.64,21.5,7.09,63.6,NA,
4364,QT,11/20/1990,1212,1.24,23,7.33,121.8,NA,
4365,Q1,11/20/1990,853,9.74,NA,7.35,103.4,NA,
4366,Q2,11/20/1990,841,0.08,NA,7.44,109.4,NA,
4367,Q3,11/20/1990,907,4.38,NA,7.35,98.7,NA,
4368,MPR,11/20/1990,952,1.74,NA,7.46,108.8,NA,
4370,QPA,11/20/1990,916,NA,22,7.49,102.2,NA,
4371,QPB,11/20/1990,920,NA,22,7.38,80.1,NA,
