Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,ChlorideCode,NitrateCode,SulfateCode,SodiumCode,PotassiumCode,MagnesiumCode,CalciumCode,NH4Code,PO4Code,DOCCode,DICCode,TDNCode,SiO2Code,DONCode,TSS,Turbidity
QPA,19585,1997-08-26,1013,NA,22.5,6.6,62.4,4.49,17,2.84,2.87,0.16,1.15,1.27,NA,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19597,1997-09-02,1055,NA,23,6.95,80.2,10.32,80,NA,7.88,0.24,2.64,4.31,NA,NA,NA,NA,NA,NA,18.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19609,1997-09-09,1140,NA,23,7.11,94.2,8.42,78,NA,7.05,0.19,4.25,5.27,NA,NA,NA,NA,NA,NA,25.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19621,1997-09-16,1140,NA,23,7.17,76.4,6.06,8,NA,4.51,0.41,1.87,3.39,NA,NA,NA,NA,NA,NA,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19633,1997-09-23,1330,NA,NA,6.48,61.2,9.3,NA,0.69,7.12,0.46,2.62,3.25,NA,8,NA,NA,NA,NA,20.56,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19645,1997-09-30,1110,NA,23,6.92,78.7,11.01,59,0.68,7.73,0.21,2.46,4.19,NA,5,NA,NA,NA,NA,18.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19656,1997-10-07,1030,NA,22,7.06,77.4,8.29,98,0.52,6.15,0.3,2.75,3.1,NA,NA,NA,NA,NA,NA,19.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19667,1997-10-14,1000,NA,22,6.65,46.1,5.51,65,0.53,4.52,0.37,1.56,2.1,NA,NA,NA,NA,NA,NA,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19678,1997-10-21,NA,NA,NA,7.36,75.9,3.88,44,0.27,3.66,0.26,1.21,2.54,NA,NA,NA,NA,NA,NA,22.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19689,1997-10-28,1006,NA,23,7.4,95.1,8.08,15,0.45,6.86,0.35,3.56,4.34,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19700,1997-11-04,1010,NA,22,7.37,85.2,6.53,76,0.45,6.14,1.48,2.78,3.73,NA,NA,NA,NA,NA,NA,22.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19711,1997-11-11,910,NA,22,6.08,55.8,19.02,7,1.39,NA,1.69,3.2,2.48,NA,NA,NA,NA,NA,NA,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19722,1997-11-18,1130,NA,23,7.11,61.2,5.85,20,0.48,4.87,0.24,1.31,2.37,NA,NA,NA,NA,NA,NA,13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19733,1997-11-25,1040,NA,22,7.12,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19744,1997-12-02,1130,NA,22,7.43,25.5,5.06,32,0.26,4.21,0.28,1.72,3.19,NA,12,0.99,NA,0.24,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19755,1997-12-09,1100,NA,21,7.37,75.9,1.09,NA,NA,0.76,0.09,0.36,1.14,NA,6,0.42,NA,0.12,NA,17.17,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19766,1997-12-16,1100,NA,22,7.28,92.1,1.97,NA,0.15,1.31,0.09,0.64,2.66,NA,NA,NA,NA,NA,NA,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19777,1997-12-23,1040,NA,22,7.25,96.1,9.86,99,NA,7.59,0.23,2.72,5,NA,6,1.28,NA,0.35,NA,18.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19788,1997-12-30,1050,NA,22,7.51,82.1,8.39,75,NA,7.24,0.36,3.99,4.86,NA,NA,1.87,NA,0.36,NA,21.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19799,1998-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19810,1998-01-13,1050,NA,22,6.96,82.3,10.66,98,0.66,7.12,0.3,2.62,4.5,25,4,2.01,NA,0.3,NA,16.87,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19821,1998-01-20,1100,NA,22,7.39,80.4,1.43,10,0.14,1.08,0.11,0.52,1.71,12,NA,0.51,NA,NA,NA,25.28,0.03,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,BDL,NA,NA,NA,NA
QPA,19832,1998-01-27,1100,NA,21,7.31,89.1,7.51,46,0.39,3.47,0.14,1.32,2.23,21,6,2.19,NA,0.12,NA,18.85,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19843,1998-02-03,1115,NA,21,7.14,93.7,5.91,52,0.4,4.49,0.2,1.79,3.94,80,12,1.93,NA,0.28,NA,19.81,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19854,1998-02-10,1005,NA,21,6.71,64.2,0.92,8,NA,0.75,0.13,0.49,0.95,15,8,0.75,NA,0.15,NA,17.36,0.12,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19865,1998-02-17,1110,NA,21,7.5,88.8,9.05,NA,0.57,6.84,0.41,4.11,5.4,NA,NA,NA,NA,NA,NA,25.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19876,1998-02-24,NA,NA,NA,7.56,100.1,6.84,NA,0.47,6.61,0.34,4.3,5.97,NA,NA,NA,NA,NA,NA,27.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19887,1998-03-03,1140,NA,21,7.27,94.4,10.66,170,0.8,8.61,0.54,3.09,5.04,NA,5,0.67,NA,NA,NA,19.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19898,1998-03-10,1240,NA,21,7.16,63.2,8.33,48,0.98,6.18,0.4,2.2,2.43,NA,NA,NA,NA,NA,NA,17.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19909,1998-03-17,1145,NA,20,7.2,88,11.07,112,0.71,7.62,0.36,2.5,4.37,NA,6,0.99,NA,0.25,NA,13.96,0.13,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19920,1998-03-24,1110,NA,20,7.43,81.1,8.45,64,0.79,7.32,0.73,3.3,3.97,NA,NA,NA,NA,NA,NA,22.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19931,1998-03-31,1135,NA,20,7.19,83.5,10.52,20,0.68,7.78,0.31,2.57,4.56,5,5,1.97,NA,0.12,NA,14.26,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19942,1998-04-07,1145,NA,21,7.14,85.6,10.09,137,0.66,7.38,0.34,2.68,4.59,38,11,1.93,NA,0.36,NA,18.54,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19953,1998-04-14,1100,NA,20,7.42,75.5,12.18,NA,0.98,10.3,0.52,4.38,5.16,NA,NA,NA,NA,NA,NA,23.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,19964,1998-04-21,1150,NA,20,7.14,78.9,0.66,NA,NA,0.37,0.23,0.3,1.9,40,8,0.4,NA,0.12,NA,13.74,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19975,1998-04-28,1050,NA,20,7.05,86.2,1.92,NA,0.16,1.46,0.08,0.49,1.91,12,10,0.7,NA,NA,NA,18.79,0.02,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA
QPA,19986,1998-05-05,1140,NA,21,7.38,79.2,7.15,177,0.65,7.35,0.78,2.49,4.17,NA,NA,1.24,NA,0.48,NA,23.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,19997,1998-05-12,1115,NA,22,7.15,88.4,10.55,119,0.72,8.4,0.32,2.96,5.05,NA,NA,NA,NA,NA,NA,20.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20008,1998-05-19,1110,NA,22,7.45,93.4,1.58,13,0.19,1.48,0.14,0.91,1.65,NA,10,0.38,NA,NA,NA,23.49,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,BDL,NA,NA,NA,NA
QPA,20019,1998-05-26,1144,NA,22,7.36,66.7,6.67,175,0.7,5.73,0.51,2.66,3.55,NA,NA,NA,NA,NA,NA,17.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20030,1998-06-02,1120,NA,22,7.32,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20041,1998-06-09,1050,NA,22,7.48,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20052,1998-06-16,1200,NA,23,7.35,71.8,5,94,0.5,4.84,0.37,2.15,2.97,NA,NA,NA,NA,NA,NA,19.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20063,1998-06-23,1100,NA,23,7.25,73.7,NA,NA,NA,2.95,0.32,0.36,0.44,NA,NA,NA,NA,NA,NA,19.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20074,1998-06-30,1130,NA,23,7.23,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20085,1998-07-11,1230,NA,23,7.34,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20096,1998-07-14,1120,NA,22,7.47,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20107,1998-07-21,1120,NA,23,7.35,67.9,6.8,31,0.58,5.5,0.49,2.55,3.61,8,5,1.83,NA,0.18,NA,19.63,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20118,1998-07-28,1110,NA,22,7.09,75.6,8.85,81,0.64,6.68,0.41,2.25,4.09,NA,NA,1.53,NA,0.25,NA,17.82,0.17,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20129,1998-08-04,1120,NA,23,7.29,96.4,8.06,141,0.54,6.98,0.35,3.95,5.35,NA,NA,0.69,NA,0.25,NA,29.86,0.11,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20140,1998-08-11,1105,NA,23,7.37,78.3,8.13,66,0.54,6.13,0.45,2.99,3.94,NA,NA,1.04,NA,0.16,NA,23.83,0.09,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20151,1998-08-18,1205,NA,23,7.37,73.1,8.08,117,0.61,6.12,0.42,2.91,3.91,16,NA,1.48,NA,0.17,NA,19.85,0.03,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20162,1998-08-25,1200,NA,22,6.89,61.6,6.36,104,0.6,4.86,0.36,1.92,2.66,NA,NA,1.4,NA,0.24,NA,15.52,0.13,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20173,1998-09-01,1145,NA,23,7.5,82.3,2.76,47,0.24,2.5,0.19,1.27,2.22,NA,NA,0.4,NA,0.09,NA,23.3,0.03,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20184,1998-09-08,NA,NA,NA,7.1,48.7,6.34,44,0.5,4.51,0.23,1.75,2.02,NA,NA,0.43,NA,0.11,NA,11.99,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20195,1998-09-15,1100,NA,21,NA,37,0.36,6,NA,1.54,0.68,NA,0.27,27,NA,0.85,NA,0.1,NA,6.4,0.07,NA,NA,BDL,NA,NA,BDL,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20206,1998-09-29,1000,NA,22,7.4,72.6,8.54,8,0.57,6.26,0.72,2.82,3.19,NA,6,NA,NA,NA,NA,19.65,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20218,1998-10-06,1008,NA,22.5,7.53,88.7,5.8,17,0.45,6.73,1.61,1.97,2.92,NA,NA,0.7,NA,0.09,NA,20.25,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20229,1998-10-13,1205,NA,23,7.39,98.4,5.01,77,0.39,4.1,0.35,2.36,4.2,NA,NA,0.65,NA,0.25,NA,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20236,1998-10-20,1115,NA,23,7.88,88.1,10.33,366,1,6.1,0.91,2.55,3.66,16,NA,1.95,NA,0.51,NA,19.21,0.13,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20253,1998-10-27,1125,NA,22,7.31,110.8,8.51,232,0.67,6.82,0.75,3.26,4.29,36,NA,1.11,NA,0.31,NA,27.82,0.05,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20258,1998-11-03,1110,NA,23,7.29,89,12.08,210,0.81,8.49,0.78,2.7,4.43,35,NA,0.82,NA,0.41,NA,19.57,0.16,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20291,1998-11-10,1110,NA,22,7.48,85.2,9,509,0.81,6.81,0.57,3.35,4.44,12,NA,NA,NA,NA,NA,25.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20317,1998-11-17,1110,NA,22,7.33,77.8,11,183,3.52,6.31,0.65,2.23,3.86,8,NA,0.65,NA,0.37,NA,15.52,0.18,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20322,1998-11-24,1000,NA,21.5,7.26,74.2,8.89,39,0.69,8.15,0.8,3.35,5.1,NA,18,0.71,NA,0.49,NA,32.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20327,1998-12-01,1100,NA,21,7.19,64.3,8.26,393,0.72,6.1,0.63,2.56,3.57,NA,NA,2.38,NA,0.93,NA,13.02,0.53,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20332,1998-12-08,1023,NA,21.5,7.23,61.7,7.88,111,0.54,5.96,0.5,2.66,3.15,21,NA,0.44,NA,0.15,NA,16.11,0.02,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20337,1998-12-15,950,NA,21.5,7.2,64.5,8.44,138,0.56,5.39,0.49,2.29,2.64,31,NA,0.36,NA,0.18,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,BDL,NA,NA
QPA,20372,1998-12-22,1110,NA,22,7.26,87.3,11.42,246,0.75,7.89,0.54,2.82,4.76,NA,NA,NA,NA,NA,NA,19.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20389,1998-12-29,1100,NA,20.5,7.04,60.3,8.24,243,0.66,5.71,0.52,1.98,2.86,22,7,3.42,NA,0.36,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20404,1999-01-05,NA,NA,NA,7.21,79.8,9.05,147,0.75,6.48,0.43,2.94,3.43,9,7,1.19,NA,0.48,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20394,1999-01-12,1100,NA,22,7.3,86.8,11.68,239,0.87,7.81,0.56,2.77,4.68,8,9,2.65,NA,0.58,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20399,1999-01-19,1130,NA,20,7.51,81.8,8.35,204,0.66,6.68,0.5,3.44,4.28,NA,6,0.8,NA,0.31,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20407,1999-01-26,945,NA,19,7.48,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20442,1999-02-02,1008,NA,19,7.4,67.2,9.4,307,0.59,6.39,0.56,3.03,4.01,6,NA,0.99,NA,0.72,NA,20.13,0.41,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20447,1999-02-09,1030,NA,19.5,7.54,84.8,8.77,203,0.72,6.95,0.42,3.3,2.83,10,6,0.58,NA,0.47,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20452,1999-02-16,1100,NA,19.5,7.6,91.7,9.02,206,0.56,6.91,0.4,3.85,5.29,16,NA,0.77,NA,0.31,NA,26.1,0.09,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20457,1999-02-23,1040,NA,19.5,7.57,98.9,8.7,166,0.54,6.95,0.51,4.37,4.6,6,NA,0.62,NA,0.26,NA,27.33,0.09,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20485,1999-03-02,1120,NA,20,7.56,102.2,8.89,173,0.53,7.56,0.43,4.25,5.59,NA,NA,5.32,NA,0.48,NA,25.77,0.3,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20507,1999-03-09,1020,NA,20.5,7.77,102.5,8.91,NA,0.47,7.21,0.41,4.24,5.83,15,NA,0.58,NA,0.55,NA,29.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20520,1999-03-16,1035,NA,20.5,7.64,94.3,10.19,NA,0.7,7.39,0.41,4.61,6.41,NA,NA,5.51,NA,0.57,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20533,1999-03-23,1130,NA,21,7.64,104.9,10.03,237,0.72,7.56,0.45,4.58,6.41,6,NA,1.62,NA,0.52,NA,27.99,0.28,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20546,1999-03-30,1105,NA,21,7.73,102.3,10.89,267,0.75,7.45,0.55,4.43,4.93,8,NA,6.66,NA,0.48,NA,27.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20551,1999-04-06,1105,NA,20,7.65,103.4,9.1,323,0.53,6.84,0.45,4.25,5.86,10,NA,5.87,NA,0.75,NA,28.11,0.42,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPA,20556,1999-04-13,1120,NA,21,7.56,96.6,8.52,168,0.56,7.27,0.47,4.39,5.9,NA,NA,NA,NA,NA,NA,27.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20577,1999-04-20,1045,NA,22,7.34,103.5,8.9,66,0.54,1.65,0.1,1.52,2.76,6,4,1.75,NA,0.16,NA,26.56,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20582,1999-04-27,210,NA,23,7.63,97.2,10.8,131,0.87,8.59,0.68,4.3,4.83,21,8,0.99,NA,0.27,NA,21.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20587,1999-05-04,1100,NA,23,7.72,105.3,25.45,101,1.35,16.02,0.92,5.16,4.54,12,9,0.76,NA,0.24,NA,26.93,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20607,1999-05-11,1130,NA,21,7.36,87.4,8.94,144,0.72,6.75,0.5,3.49,4,NA,9,1.44,NA,0.21,NA,21.67,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20612,1999-05-18,1000,NA,22.5,7.63,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20617,1999-05-25,1030,NA,22.5,7.32,83.5,NA,NA,NA,1.15,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20622,1999-06-01,1100,NA,23,7.34,106.6,11.44,156,0.82,10.53,0.8,5.59,3.46,16,7,0.78,NA,0.23,NA,28.99,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20643,1999-06-08,1020,NA,22.5,7.5,107.9,8.91,114,0.93,8.47,0.48,4.59,6.07,7,8,0.79,NA,0.2,NA,23.51,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20648,1999-06-15,1030,NA,23,7.43,97.3,13.66,189,0.95,11.86,1.14,5.8,5.67,28,8,0.99,NA,0.23,NA,26.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA
QPA,20669,1999-06-22,1100,NA,23,7.3,72.3,16.04,275,1.51,12.4,0.82,4.22,3.46,18,8,1.19,NA,0.3,NA,19.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA
QPA,20674,1999-06-29,1050,NA,23,7.53,91.5,8.49,101,0.67,7.5,0.44,3.98,5.07,12,8,0.83,NA,0.2,NA,23.83,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20679,1999-07-06,1055,NA,22.5,7.32,91.9,9.87,121,0.59,8.24,0.47,4.48,4.69,NA,6,1.27,NA,0.23,NA,25.5,0.1,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20684,1999-07-13,1145,NA,22,7.43,59.1,11.2,260,1.04,6.81,0.71,2.36,2.94,NA,6,1.58,NA,0.3,NA,14.14,0.03,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20704,1999-07-20,1100,NA,23,7.56,78.9,2.69,22,0.2,2.18,0.2,1.23,2.63,NA,6,0.45,NA,NA,NA,23.56,0.02,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,BDL,NA,NA,11.2,NA
QPA,20725,1999-07-22,345,NA,NA,7.52,71.2,13.69,114,0.97,11.22,0.77,4.54,3.5,7,7,1.3,NA,0.22,NA,23.84,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,NA
QPA,20730,1999-08-03,1120,NA,23,7.54,79.7,8.09,66,0.76,6.59,0.38,3.44,4.52,NA,6,1.18,NA,0.14,NA,22.68,0.07,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20735,1999-08-10,1020,NA,23,7.53,85.2,7.94,88,0.69,7.56,0.49,3.6,4.91,NA,8,0.95,NA,0.18,NA,19.3,0.1,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20740,1999-08-17,1110,NA,23,7.36,67.7,7.79,37,0.69,6.98,0.48,2.86,3.66,NA,6,1.66,NA,0.1,NA,19.89,0.06,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20745,1999-08-24,1200,NA,23,7.65,71.2,9.75,131,0.93,8.38,0.75,3.3,4.19,NA,7,1.45,NA,0.19,NA,19.07,0.05,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
QPA,20750,1999-08-31,1127,NA,23,7.31,81.8,8.67,128,0.8,7.32,0.44,3.44,4.66,NA,7,1.1,NA,0.2,NA,18.89,0.08,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA
